production_id,time_id,site_id,material_id,employee_id,shift_id,produced_volume,unit_cost,date,day,month,year,day_name,site_name,region,latitude,longitude,material_name,material_type,unit_of_measure,quantity,employee_name,position,department,status,hire_date,shift_name,start_time,end_time
111,20240311,1,3,4,2,193,498,2024-03-11,11,3,2024,Monday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Gold,Metal,Ton,1769,Gregory Mitchell,Operator,Logistics,Inactive,2023-01-03,Afternoon,14:00:00,22:00:00
112,20240312,2,1,7,2,433,126,2024-03-12,12,3,2024,Tuesday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Coal,Ore,Ton,2685,Zachary Nielsen,Operator,Logistics,Active,2023-01-11,Afternoon,14:00:00,22:00:00
113,20240312,4,5,8,3,265,294,2024-03-12,12,3,2024,Tuesday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Nickel,Metal,Ton,2515,David Jackson,Operator,Processing,Active,2023-01-17,Night,22:00:00,06:00:00
114,20240313,2,4,6,2,410,313,2024-03-13,13,3,2024,Wednesday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Copper,Metal,Ton,3391,Randall Howard,Operator,Logistics,Inactive,2023-01-16,Afternoon,14:00:00,22:00:00
115,20240313,1,1,5,2,373,468,2024-03-13,13,3,2024,Wednesday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Coal,Ore,Ton,2685,Bradley Graham,Operator,Logistics,Inactive,2023-01-04,Afternoon,14:00:00,22:00:00
116,20240314,1,5,6,1,64,441,2024-03-14,14,3,2024,Thursday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Nickel,Metal,Ton,2515,Randall Howard,Operator,Logistics,Inactive,2023-01-16,Morning,06:00:00,14:00:00
117,20240315,5,1,5,1,266,213,2024-03-15,15,3,2024,Friday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Coal,Ore,Ton,2685,Bradley Graham,Operator,Logistics,Inactive,2023-01-04,Morning,06:00:00,14:00:00
118,20240315,3,1,8,2,488,341,2024-03-15,15,3,2024,Friday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Coal,Ore,Ton,2685,David Jackson,Operator,Processing,Active,2023-01-17,Afternoon,14:00:00,22:00:00
119,20240316,3,2,1,2,84,223,2024-03-16,16,3,2024,Saturday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Iron,Metal,Ton,4380,Gavin Ross,Operator,Mining,Inactive,2023-01-02,Afternoon,14:00:00,22:00:00
120,20240317,2,5,7,1,232,404,2024-03-17,17,3,2024,Sunday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Nickel,Metal,Ton,2515,Zachary Nielsen,Operator,Logistics,Active,2023-01-11,Morning,06:00:00,14:00:00
121,20240317,4,4,10,3,319,175,2024-03-17,17,3,2024,Sunday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Copper,Metal,Ton,3391,Robert Blair,Technician,Processing,Active,2023-01-01,Night,22:00:00,06:00:00
122,20240318,3,2,10,3,482,410,2024-03-18,18,3,2024,Monday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Iron,Metal,Ton,4380,Robert Blair,Technician,Processing,Active,2023-01-01,Night,22:00:00,06:00:00
123,20240319,5,1,2,3,407,411,2024-03-19,19,3,2024,Tuesday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Coal,Ore,Ton,2685,Kevin Ramos,Technician,Logistics,Active,2023-01-02,Night,22:00:00,06:00:00
124,20240319,2,1,9,3,149,295,2024-03-19,19,3,2024,Tuesday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Coal,Ore,Ton,2685,James Johnson,Technician,Mining,Inactive,2023-01-12,Night,22:00:00,06:00:00
125,20240320,2,1,1,3,56,450,2024-03-20,20,3,2024,Wednesday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Coal,Ore,Ton,2685,Gavin Ross,Operator,Mining,Inactive,2023-01-02,Night,22:00:00,06:00:00
126,20240320,5,5,10,3,79,143,2024-03-20,20,3,2024,Wednesday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Nickel,Metal,Ton,2515,Robert Blair,Technician,Processing,Active,2023-01-01,Night,22:00:00,06:00:00
127,20240321,4,5,6,3,354,285,2024-03-21,21,3,2024,Thursday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Nickel,Metal,Ton,2515,Randall Howard,Operator,Logistics,Inactive,2023-01-16,Night,22:00:00,06:00:00
128,20240322,5,2,9,3,193,442,2024-03-22,22,3,2024,Friday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Iron,Metal,Ton,4380,James Johnson,Technician,Mining,Inactive,2023-01-12,Night,22:00:00,06:00:00
129,20240322,4,4,1,1,160,345,2024-03-22,22,3,2024,Friday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Copper,Metal,Ton,3391,Gavin Ross,Operator,Mining,Inactive,2023-01-02,Morning,06:00:00,14:00:00
130,20240323,5,2,4,3,281,183,2024-03-23,23,3,2024,Saturday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Iron,Metal,Ton,4380,Gregory Mitchell,Operator,Logistics,Inactive,2023-01-03,Night,22:00:00,06:00:00
131,20240324,5,3,4,3,228,306,2024-03-24,24,3,2024,Sunday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Gold,Metal,Ton,1769,Gregory Mitchell,Operator,Logistics,Inactive,2023-01-03,Night,22:00:00,06:00:00
132,20240324,1,1,9,3,121,250,2024-03-24,24,3,2024,Sunday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Coal,Ore,Ton,2685,James Johnson,Technician,Mining,Inactive,2023-01-12,Night,22:00:00,06:00:00
133,20240325,2,1,5,2,259,255,2024-03-25,25,3,2024,Monday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Coal,Ore,Ton,2685,Bradley Graham,Operator,Logistics,Inactive,2023-01-04,Afternoon,14:00:00,22:00:00
134,20240325,5,1,5,1,269,115,2024-03-25,25,3,2024,Monday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Coal,Ore,Ton,2685,Bradley Graham,Operator,Logistics,Inactive,2023-01-04,Morning,06:00:00,14:00:00
135,20240326,5,2,6,1,129,264,2024-03-26,26,3,2024,Tuesday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Iron,Metal,Ton,4380,Randall Howard,Operator,Logistics,Inactive,2023-01-16,Morning,06:00:00,14:00:00
136,20240327,3,2,1,1,132,244,2024-03-27,27,3,2024,Wednesday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Iron,Metal,Ton,4380,Gavin Ross,Operator,Mining,Inactive,2023-01-02,Morning,06:00:00,14:00:00
137,20240327,2,1,1,3,91,136,2024-03-27,27,3,2024,Wednesday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Coal,Ore,Ton,2685,Gavin Ross,Operator,Mining,Inactive,2023-01-02,Night,22:00:00,06:00:00
138,20240328,3,2,9,3,322,432,2024-03-28,28,3,2024,Thursday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Iron,Metal,Ton,4380,James Johnson,Technician,Mining,Inactive,2023-01-12,Night,22:00:00,06:00:00
139,20240329,2,5,3,2,240,144,2024-03-29,29,3,2024,Friday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Nickel,Metal,Ton,2515,Karen Mack,Supervisor,Mining,Active,2023-01-20,Afternoon,14:00:00,22:00:00
140,20240329,3,5,4,1,222,305,2024-03-29,29,3,2024,Friday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Nickel,Metal,Ton,2515,Gregory Mitchell,Operator,Logistics,Inactive,2023-01-03,Morning,06:00:00,14:00:00
141,20240330,5,2,1,3,56,161,2024-03-30,30,3,2024,Saturday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Iron,Metal,Ton,4380,Gavin Ross,Operator,Mining,Inactive,2023-01-02,Night,22:00:00,06:00:00
142,20240331,5,1,9,1,204,455,2024-03-31,31,3,2024,Sunday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Coal,Ore,Ton,2685,James Johnson,Technician,Mining,Inactive,2023-01-12,Morning,06:00:00,14:00:00
143,20240331,1,2,8,2,59,407,2024-03-31,31,3,2024,Sunday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Iron,Metal,Ton,4380,David Jackson,Operator,Processing,Active,2023-01-17,Afternoon,14:00:00,22:00:00
144,20240401,3,2,2,2,83,118,2024-04-01,1,4,2024,Monday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Iron,Metal,Ton,4380,Kevin Ramos,Technician,Logistics,Active,2023-01-02,Afternoon,14:00:00,22:00:00
145,20240401,4,2,8,2,85,464,2024-04-01,1,4,2024,Monday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Iron,Metal,Ton,4380,David Jackson,Operator,Processing,Active,2023-01-17,Afternoon,14:00:00,22:00:00
146,20240402,1,3,7,1,458,399,2024-04-02,2,4,2024,Tuesday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Gold,Metal,Ton,1769,Zachary Nielsen,Operator,Logistics,Active,2023-01-11,Morning,06:00:00,14:00:00
147,20240403,3,5,6,3,55,106,2024-04-03,3,4,2024,Wednesday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Nickel,Metal,Ton,2515,Randall Howard,Operator,Logistics,Inactive,2023-01-16,Night,22:00:00,06:00:00
148,20240403,3,4,1,3,457,348,2024-04-03,3,4,2024,Wednesday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Copper,Metal,Ton,3391,Gavin Ross,Operator,Mining,Inactive,2023-01-02,Night,22:00:00,06:00:00
149,20240404,1,4,7,2,451,216,2024-04-04,4,4,2024,Thursday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Copper,Metal,Ton,3391,Zachary Nielsen,Operator,Logistics,Active,2023-01-11,Afternoon,14:00:00,22:00:00
150,20240405,5,3,10,3,264,167,2024-04-05,5,4,2024,Friday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Gold,Metal,Ton,1769,Robert Blair,Technician,Processing,Active,2023-01-01,Night,22:00:00,06:00:00
151,20240405,3,2,7,2,183,133,2024-04-05,5,4,2024,Friday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Iron,Metal,Ton,4380,Zachary Nielsen,Operator,Logistics,Active,2023-01-11,Afternoon,14:00:00,22:00:00
152,20240406,5,3,9,1,334,293,2024-04-06,6,4,2024,Saturday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Gold,Metal,Ton,1769,James Johnson,Technician,Mining,Inactive,2023-01-12,Morning,06:00:00,14:00:00
153,20240407,1,3,1,2,175,424,2024-04-07,7,4,2024,Sunday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Gold,Metal,Ton,1769,Gavin Ross,Operator,Mining,Inactive,2023-01-02,Afternoon,14:00:00,22:00:00
154,20240407,5,1,2,1,458,154,2024-04-07,7,4,2024,Sunday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Coal,Ore,Ton,2685,Kevin Ramos,Technician,Logistics,Active,2023-01-02,Morning,06:00:00,14:00:00
155,20240408,2,5,9,2,488,365,2024-04-08,8,4,2024,Monday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Nickel,Metal,Ton,2515,James Johnson,Technician,Mining,Inactive,2023-01-12,Afternoon,14:00:00,22:00:00
156,20240408,4,4,9,3,386,141,2024-04-08,8,4,2024,Monday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Copper,Metal,Ton,3391,James Johnson,Technician,Mining,Inactive,2023-01-12,Night,22:00:00,06:00:00
157,20240409,3,2,6,3,223,396,2024-04-09,9,4,2024,Tuesday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Iron,Metal,Ton,4380,Randall Howard,Operator,Logistics,Inactive,2023-01-16,Night,22:00:00,06:00:00
158,20240410,4,4,6,2,201,330,2024-04-10,10,4,2024,Wednesday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Copper,Metal,Ton,3391,Randall Howard,Operator,Logistics,Inactive,2023-01-16,Afternoon,14:00:00,22:00:00
159,20240410,5,4,4,3,380,477,2024-04-10,10,4,2024,Wednesday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Copper,Metal,Ton,3391,Gregory Mitchell,Operator,Logistics,Inactive,2023-01-03,Night,22:00:00,06:00:00
160,20240411,3,5,4,3,75,493,2024-04-11,11,4,2024,Thursday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Nickel,Metal,Ton,2515,Gregory Mitchell,Operator,Logistics,Inactive,2023-01-03,Night,22:00:00,06:00:00
161,20240412,5,4,5,3,432,109,2024-04-12,12,4,2024,Friday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Copper,Metal,Ton,3391,Bradley Graham,Operator,Logistics,Inactive,2023-01-04,Night,22:00:00,06:00:00
162,20240412,2,4,3,1,164,457,2024-04-12,12,4,2024,Friday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Copper,Metal,Ton,3391,Karen Mack,Supervisor,Mining,Active,2023-01-20,Morning,06:00:00,14:00:00
163,20240413,1,3,1,3,431,227,2024-04-13,13,4,2024,Saturday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Gold,Metal,Ton,1769,Gavin Ross,Operator,Mining,Inactive,2023-01-02,Night,22:00:00,06:00:00
164,20240414,3,5,1,1,333,278,2024-04-14,14,4,2024,Sunday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Nickel,Metal,Ton,2515,Gavin Ross,Operator,Mining,Inactive,2023-01-02,Morning,06:00:00,14:00:00
165,20240414,2,1,7,2,436,491,2024-04-14,14,4,2024,Sunday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Coal,Ore,Ton,2685,Zachary Nielsen,Operator,Logistics,Active,2023-01-11,Afternoon,14:00:00,22:00:00
166,20240415,2,2,1,3,124,292,2024-04-15,15,4,2024,Monday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Iron,Metal,Ton,4380,Gavin Ross,Operator,Mining,Inactive,2023-01-02,Night,22:00:00,06:00:00
167,20240415,3,4,1,3,215,191,2024-04-15,15,4,2024,Monday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Copper,Metal,Ton,3391,Gavin Ross,Operator,Mining,Inactive,2023-01-02,Night,22:00:00,06:00:00
168,20240416,5,2,3,3,238,468,2024-04-16,16,4,2024,Tuesday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Iron,Metal,Ton,4380,Karen Mack,Supervisor,Mining,Active,2023-01-20,Night,22:00:00,06:00:00
169,20240417,2,1,10,2,127,330,2024-04-17,17,4,2024,Wednesday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Coal,Ore,Ton,2685,Robert Blair,Technician,Processing,Active,2023-01-01,Afternoon,14:00:00,22:00:00
170,20240417,4,2,4,1,484,177,2024-04-17,17,4,2024,Wednesday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Iron,Metal,Ton,4380,Gregory Mitchell,Operator,Logistics,Inactive,2023-01-03,Morning,06:00:00,14:00:00
171,20240418,2,1,4,1,139,184,2024-04-18,18,4,2024,Thursday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Coal,Ore,Ton,2685,Gregory Mitchell,Operator,Logistics,Inactive,2023-01-03,Morning,06:00:00,14:00:00
172,20240419,5,3,2,3,225,129,2024-04-19,19,4,2024,Friday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Gold,Metal,Ton,1769,Kevin Ramos,Technician,Logistics,Active,2023-01-02,Night,22:00:00,06:00:00
173,20240419,5,4,1,2,70,312,2024-04-19,19,4,2024,Friday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Copper,Metal,Ton,3391,Gavin Ross,Operator,Mining,Inactive,2023-01-02,Afternoon,14:00:00,22:00:00
174,20240420,4,1,3,2,103,148,2024-04-20,20,4,2024,Saturday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Coal,Ore,Ton,2685,Karen Mack,Supervisor,Mining,Active,2023-01-20,Afternoon,14:00:00,22:00:00
175,20240421,2,2,4,2,233,364,2024-04-21,21,4,2024,Sunday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Iron,Metal,Ton,4380,Gregory Mitchell,Operator,Logistics,Inactive,2023-01-03,Afternoon,14:00:00,22:00:00
176,20240421,5,4,3,2,408,244,2024-04-21,21,4,2024,Sunday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Copper,Metal,Ton,3391,Karen Mack,Supervisor,Mining,Active,2023-01-20,Afternoon,14:00:00,22:00:00
177,20240422,3,3,8,2,271,168,2024-04-22,22,4,2024,Monday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Gold,Metal,Ton,1769,David Jackson,Operator,Processing,Active,2023-01-17,Afternoon,14:00:00,22:00:00
178,20240422,1,4,10,1,364,157,2024-04-22,22,4,2024,Monday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Copper,Metal,Ton,3391,Robert Blair,Technician,Processing,Active,2023-01-01,Morning,06:00:00,14:00:00
179,20240423,1,1,1,1,377,284,2024-04-23,23,4,2024,Tuesday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Coal,Ore,Ton,2685,Gavin Ross,Operator,Mining,Inactive,2023-01-02,Morning,06:00:00,14:00:00
180,20240424,1,3,2,1,228,161,2024-04-24,24,4,2024,Wednesday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Gold,Metal,Ton,1769,Kevin Ramos,Technician,Logistics,Active,2023-01-02,Morning,06:00:00,14:00:00
181,20240424,2,2,7,3,325,407,2024-04-24,24,4,2024,Wednesday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Iron,Metal,Ton,4380,Zachary Nielsen,Operator,Logistics,Active,2023-01-11,Night,22:00:00,06:00:00
182,20240425,4,3,4,2,161,395,2024-04-25,25,4,2024,Thursday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Gold,Metal,Ton,1769,Gregory Mitchell,Operator,Logistics,Inactive,2023-01-03,Afternoon,14:00:00,22:00:00
183,20240426,5,3,8,3,273,265,2024-04-26,26,4,2024,Friday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Gold,Metal,Ton,1769,David Jackson,Operator,Processing,Active,2023-01-17,Night,22:00:00,06:00:00
184,20240426,3,5,3,2,263,270,2024-04-26,26,4,2024,Friday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Nickel,Metal,Ton,2515,Karen Mack,Supervisor,Mining,Active,2023-01-20,Afternoon,14:00:00,22:00:00
185,20240427,3,3,6,1,108,162,2024-04-27,27,4,2024,Saturday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Gold,Metal,Ton,1769,Randall Howard,Operator,Logistics,Inactive,2023-01-16,Morning,06:00:00,14:00:00
186,20240428,2,3,9,3,376,246,2024-04-28,28,4,2024,Sunday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Gold,Metal,Ton,1769,James Johnson,Technician,Mining,Inactive,2023-01-12,Night,22:00:00,06:00:00
187,20240428,1,4,1,1,442,405,2024-04-28,28,4,2024,Sunday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Copper,Metal,Ton,3391,Gavin Ross,Operator,Mining,Inactive,2023-01-02,Morning,06:00:00,14:00:00
188,20240429,2,2,1,2,158,260,2024-04-29,29,4,2024,Monday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Iron,Metal,Ton,4380,Gavin Ross,Operator,Mining,Inactive,2023-01-02,Afternoon,14:00:00,22:00:00
189,20240429,4,4,8,2,434,240,2024-04-29,29,4,2024,Monday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Copper,Metal,Ton,3391,David Jackson,Operator,Processing,Active,2023-01-17,Afternoon,14:00:00,22:00:00
190,20240430,4,4,3,2,206,433,2024-04-30,30,4,2024,Tuesday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Copper,Metal,Ton,3391,Karen Mack,Supervisor,Mining,Active,2023-01-20,Afternoon,14:00:00,22:00:00
191,20240501,5,1,5,1,240,196,2024-05-01,1,5,2024,Wednesday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Coal,Ore,Ton,2685,Bradley Graham,Operator,Logistics,Inactive,2023-01-04,Morning,06:00:00,14:00:00
192,20240501,5,4,1,2,249,320,2024-05-01,1,5,2024,Wednesday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Copper,Metal,Ton,3391,Gavin Ross,Operator,Mining,Inactive,2023-01-02,Afternoon,14:00:00,22:00:00
193,20240502,4,5,5,1,361,142,2024-05-02,2,5,2024,Thursday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Nickel,Metal,Ton,2515,Bradley Graham,Operator,Logistics,Inactive,2023-01-04,Morning,06:00:00,14:00:00
194,20240503,4,5,6,3,245,391,2024-05-03,3,5,2024,Friday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Nickel,Metal,Ton,2515,Randall Howard,Operator,Logistics,Inactive,2023-01-16,Night,22:00:00,06:00:00
195,20240503,4,1,8,2,84,477,2024-05-03,3,5,2024,Friday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Coal,Ore,Ton,2685,David Jackson,Operator,Processing,Active,2023-01-17,Afternoon,14:00:00,22:00:00
196,20240504,2,2,3,2,428,207,2024-05-04,4,5,2024,Saturday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Iron,Metal,Ton,4380,Karen Mack,Supervisor,Mining,Active,2023-01-20,Afternoon,14:00:00,22:00:00
197,20240505,4,2,3,2,436,365,2024-05-05,5,5,2024,Sunday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Iron,Metal,Ton,4380,Karen Mack,Supervisor,Mining,Active,2023-01-20,Afternoon,14:00:00,22:00:00
198,20240505,3,4,10,3,295,194,2024-05-05,5,5,2024,Sunday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Copper,Metal,Ton,3391,Robert Blair,Technician,Processing,Active,2023-01-01,Night,22:00:00,06:00:00
199,20240506,1,4,9,2,286,361,2024-05-06,6,5,2024,Monday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Copper,Metal,Ton,3391,James Johnson,Technician,Mining,Inactive,2023-01-12,Afternoon,14:00:00,22:00:00
200,20240506,4,4,4,1,153,412,2024-05-06,6,5,2024,Monday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Copper,Metal,Ton,3391,Gregory Mitchell,Operator,Logistics,Inactive,2023-01-03,Morning,06:00:00,14:00:00
201,20240507,1,2,4,1,56,484,2024-05-07,7,5,2024,Tuesday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Iron,Metal,Ton,4380,Gregory Mitchell,Operator,Logistics,Inactive,2023-01-03,Morning,06:00:00,14:00:00
202,20240508,2,3,7,2,332,170,2024-05-08,8,5,2024,Wednesday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Gold,Metal,Ton,1769,Zachary Nielsen,Operator,Logistics,Active,2023-01-11,Afternoon,14:00:00,22:00:00
203,20240508,1,5,2,2,50,318,2024-05-08,8,5,2024,Wednesday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Nickel,Metal,Ton,2515,Kevin Ramos,Technician,Logistics,Active,2023-01-02,Afternoon,14:00:00,22:00:00
204,20240509,2,3,8,3,268,120,2024-05-09,9,5,2024,Thursday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Gold,Metal,Ton,1769,David Jackson,Operator,Processing,Active,2023-01-17,Night,22:00:00,06:00:00
205,20240510,3,3,6,3,279,191,2024-05-10,10,5,2024,Friday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Gold,Metal,Ton,1769,Randall Howard,Operator,Logistics,Inactive,2023-01-16,Night,22:00:00,06:00:00
206,20240510,2,2,3,3,221,226,2024-05-10,10,5,2024,Friday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Iron,Metal,Ton,4380,Karen Mack,Supervisor,Mining,Active,2023-01-20,Night,22:00:00,06:00:00
207,20240511,2,3,9,2,136,179,2024-05-11,11,5,2024,Saturday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Gold,Metal,Ton,1769,James Johnson,Technician,Mining,Inactive,2023-01-12,Afternoon,14:00:00,22:00:00
208,20240512,5,1,5,3,90,411,2024-05-12,12,5,2024,Sunday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Coal,Ore,Ton,2685,Bradley Graham,Operator,Logistics,Inactive,2023-01-04,Night,22:00:00,06:00:00
209,20240512,4,4,8,3,172,337,2024-05-12,12,5,2024,Sunday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Copper,Metal,Ton,3391,David Jackson,Operator,Processing,Active,2023-01-17,Night,22:00:00,06:00:00
210,20240513,4,1,7,1,380,471,2024-05-13,13,5,2024,Monday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Coal,Ore,Ton,2685,Zachary Nielsen,Operator,Logistics,Active,2023-01-11,Morning,06:00:00,14:00:00
211,20240513,3,5,8,3,347,281,2024-05-13,13,5,2024,Monday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Nickel,Metal,Ton,2515,David Jackson,Operator,Processing,Active,2023-01-17,Night,22:00:00,06:00:00
212,20240514,3,4,7,1,422,124,2024-05-14,14,5,2024,Tuesday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Copper,Metal,Ton,3391,Zachary Nielsen,Operator,Logistics,Active,2023-01-11,Morning,06:00:00,14:00:00
